,original_title,Foreign,History,Adventure,Movie,Comedy,Drama,Mystery,Fantasy,Action,Science,Documentary,Animation,Western,Horror,TV,Science Fiction,War,Crime,Family,Romance,Music,vote_average_1.0,vote_average_2.0,vote_average_3.0,vote_average_4.0,vote_average_5.0,vote_average_6.0,vote_average_7.0,vote_average_8.0,vote_average_9.0,vote_average_10.0
2508,Wasabi,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2509,Slither,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2510,Beverly Hills Cop,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2511,Home Alone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
2512,Three Men and a Baby,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2513,Tootsie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2514,Top Gun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2515,卧虎藏龙,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2516,American Beauty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2517,The King's Speech,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2518,Twins,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2519,The Yellow Handkerchief,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2520,The Color Purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2521,해운대,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2522,The Imitation Game,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2523,Private Benjamin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2524,Coal Miner's Daughter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False
2525,Diary of a Wimpy Kid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2526,Mama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2527,National Lampoon's Vacation,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2528,Jackass Presents: Bad Grandpa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2529,The Queen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2530,Beetlejuice,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2531,Why Did I Get Married?,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2532,Little Women,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2533,The Woman in Black,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2534,When a Stranger Calls,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2535,Big Fat Liar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2536,The Deer Hunter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2537,Wag the Dog,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2538,The Lizzie McGuire Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2539,Snitch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2540,Krampus,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2541,The Faculty,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2542,What's Love Got to Do with It,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2543,Cop Land,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2544,Not Another Teen Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2545,End of Watch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2546,The Skulls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2547,The Theory of Everything,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2548,Malibu's Most Wanted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
2549,Where the Heart Is,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2550,Lawrence of Arabia,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2551,Halloween II,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2552,Wild,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2553,The Last House on the Left,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2554,The Wedding Date,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2555,Halloween: Resurrection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2556,The Princess Bride,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,False,True,False,False
2557,The Great Debaters,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2558,Drive,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2559,Confessions of a Teenage Drama Queen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2560,The Object of My Affection,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2561,28 Weeks Later,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2562,When the Game Stands Tall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2563,Because of Winn-Dixie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2564,Love & Basketball,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2565,Grosse Pointe Blank,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2566,All About Steve,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2567,Book of Shadows: Blair Witch 2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2568,The Craft,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2569,Match Point,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,True,False,False
2570,Ramona and Beezus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2571,The Remains of the Day,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2572,Boogie Nights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2573,Nowhere to Run,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2574,Flicka,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2575,The Hills Have Eyes II,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2576,Urban Legends: Final Cut,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2577,Tuck Everlasting,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False
2578,The Marine,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2579,Keanu,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2580,Country Strong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2581,Disturbing Behavior,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2582,The Place Beyond the Pines,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2583,The November Man,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2584,Eye of the Beholder,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2585,The Hurt Locker,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2586,Firestarter,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2587,Killing Them Softly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2588,A Most Wanted Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2589,Freddy Got Fingered,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2590,VeggieTales: The Pirates Who Don't Do Anything,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2591,U2 3D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2592,Highlander: Endgame,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2593,Idlewild,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,True,False,False,False,False
2594,One Day,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2595,Whip It,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2596,Knockaround Guys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2597,Confidence,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2598,The Muse,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2599,De-Lovely,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2600,New York Stories,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2602,The Man with the Iron Fists,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2603,Home Fries,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
2604,Here On Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2605,Brazil,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2606,Raise Your Voice,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,True,False,False,False,False
2607,The Big Lebowski,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2608,Black Snake Moan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2609,Dark Blue,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2610,A Mighty Heart,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2611,Whatever It Takes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
2612,Boat Trip,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2613,The Importance of Being Earnest,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2614,The Love Letter,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
2615,Hoot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2616,In Bruges,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2617,Peeples,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2618,The Rocker,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False
2619,Post Grad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2620,Promised Land,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2621,Whatever Works,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2622,The In Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2623,The Three Burials of Melquiades Estrada,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2624,Jakob the Liar,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2625,Kiss Kiss Bang Bang,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2626,Idle Hands,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2627,Mulholland Drive,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2628,Blood and Chocolate,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2629,You Will Meet a Tall Dark Stranger,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2630,Never Let Me Go,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2631,The Company,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2632,Transsiberian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2633,The Clan of the Cave Bear,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2634,Crazy in Alabama,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2635,Funny Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2636,Listening,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2637,Felicia's Journey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2638,Metropolis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2639,Banlieue 13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2640,Things to Do in Denver When You're Dead,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2641,刺客聶隱娘,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2642,Buffalo Soldiers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2643,Возвращение,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2644,Ong Bak 2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2645,Centurion,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2646,Silent Trigger,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2647,The Midnight Meat Train,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2648,Winnie Mandela,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2649,The Son of No One,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
2650,All The Queen's Men,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2651,The Good Night,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,True,False,False,False,False
2652,Bathory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2653,Khumba,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2654,Autómata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2655,Dungeons & Dragons: Wrath of the Dragon God,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2656,Chiamatemi Francesco - Il Papa della gente,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2657,新宿事件,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2658,Pandaemonium,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2659,Groundhog Day,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2660,Magic Mike XXL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2661,Romeo + Juliet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2662,Elle s'appelait Sarah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2663,Freedom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2664,Unforgiven,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2665,Manderlay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2666,Slumdog Millionaire,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2667,Fatal Attraction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2668,Pretty Woman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2669,Crocodile Dundee II,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2670,Broken Horses,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
2671,Born on the Fourth of July,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2672,Cool Runnings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2673,My Bloody Valentine,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2674,Stomp the Yard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2675,The Spy Who Loved Me,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2676,Urban Legend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2677,Good Deeds,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2678,White Fang,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2679,Superstar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2680,The Iron Lady,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2681,Jonah: A VeggieTales Movie,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2682,Poetic Justice,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2683,All About the Benjamins,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2684,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
2685,Exorcist II: The Heretic,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2686,An American Haunting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2687,My Boss's Daughter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
2688,A Perfect Getaway,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2689,Our Family Wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2690,Dead Man on Campus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2691,Tea with Mussolini,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2692,Thinner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2693,"New York, New York",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,False,True,False,False,False
2694,Crooklyn,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2695,I Think I Love My Wife,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
